order_id,order_datetime,promised_datetime,shipped_datetime,delivered_datetime,center_id,sku_category,customer_region,delivery_type,customer_type,item_count,order_amount,picking_minutes,packing_minutes,shipping_distance_km,courier_partner,return_flag,damage_flag
OD102752,2026-02-16 07:05:00,2026-02-17 07:05:00,2026-02-16 07:47:12,2026-02-17 04:16:35,FC03,식품,충청권,로켓배송,일반,1,13900.0,20.1,22.1,117.0,CLS,0,0
OD101151,2026-01-05 17:13:00,2026-01-06 17:13:00,2026-01-05 18:43:42,2026-01-06 14:03:52,FC04,식품,제주권,로켓배송,일반,2,62600.0,64.1,26.6,248.9,CLS,0,0
OD104389,2026-01-29 13:21:00,2026-01-30 13:21:00,2026-01-29 14:01:48,2026-01-30 05:48:09,FC05,반려동물,수도권,로켓배송,일반,4,51800.0,26.2,14.6,47.5,PartnerA,0,0
OD104798,2026-04-18 17:00:00,2026-04-19 05:00:00,2026-04-18 17:26:06,2026-04-19 08:49:45,FC02,식품,영남권,새벽배송,와우회원,3,19600.0,15.0,11.1,178.4,CLS,0,0
OD100513,2026-02-26 18:26:00,2026-02-27 18:26:00,2026-02-26 19:06:06,2026-02-27 13:16:25,FC05,패션,수도권,로켓배송,일반,3,38400.0,33.1,7.0,100.2,CLS,1,0
OD102875,2026-02-01 17:39:00,2026-02-02 17:39:00,2026-02-01 18:41:24,2026-02-02 12:20:10,FC03,생활용품,강원권,로켓배송,일반,3,55300.0,49.7,12.7,129.7,CLS,0,0
OD102675,2026-03-05 05:00:00,2026-03-06 05:00:00,2026-03-05 06:19:36,2026-03-05 23:26:35,FC03,생활용품,영남권,로켓배송,와우회원,2,32400.0,58.2,21.4,236.1,CLS,0,0
OD104048,2026-01-21 14:40:00,2026-01-22 02:40:00,2026-01-21 15:20:36,2026-01-22 03:44:40,FC05,생활용품,수도권,새벽배송,일반,2,31300.0,30.1,10.5,175.6,CLS,1,0
OD100251,2026-02-03 09:28:00,2026-02-03 21:28:00,2026-02-03 10:03:06,2026-02-03 22:05:37,FC01,패션,수도권,새벽배송,와우회원,2,74800.0,24.2,10.9,128.4,PartnerA,0,0
OD102246,2026-03-07 10:57:00,2026-03-08 10:57:00,2026-03-07 12:34:54,2026-03-08 07:19:03,FC03,식품,충청권,로켓배송,일반,3,27100.0,65.4,32.5,170.1,CLS,0,0
OD102633,2026-03-09 13:05:00,2026-03-11 13:05:00,2026-03-09 13:31:54,2026-03-10 22:51:27,FC03,식품,호남권,일반배송,와우회원,3,59000.0,15.3,11.6,183.6,CLS,0,0
OD103885,2026-04-11 14:10:00,2026-04-12 14:10:00,2026-04-11 14:36:24,2026-04-12 04:46:21,FC01,생활용품,수도권,로켓배송,일반,3,24000.0,19.6,6.8,56.3,PartnerC,1,0
OD104263,2026-04-04 17:23:00,2026-04-05 05:23:00,2026-04-04 18:32:36,2026-04-05 16:48:27,FC03,패션,제주권,새벽배송,기업,5,270300.0,48.6,21.0,310.2,CLS,0,0
OD101346,2026-01-10 07:42:00,2026-01-12 07:42:00,2026-01-10 08:44:42,2026-01-11 16:32:54,FC02,생활용품,수도권,일반배송,기업,1,74200.0,46.3,16.4,95.2,CLS,0,0
OD101960,2026-01-22 14:29:00,2026-01-23 02:29:00,2026-01-22 15:07:18,2026-01-23 04:21:07,FC02,식품,충청권,새벽배송,일반,3,39200.0,25.4,12.9,91.8,CLS,0,0
OD102139,2026-03-03 11:25:00,2026-03-05 11:25:00,2026-03-03 11:59:00,2026-03-04 17:14:23,FC02,전자기기,수도권,일반배송,와우회원,4,405400.0,27.7,6.3,63.3,PartnerC,1,0
OD102934,2026-01-12 11:10:00,2026-01-13 11:10:00,2026-01-12 11:30:06,2026-01-13 06:18:56,FC04,뷰티,호남권,로켓배송,와우회원,3,37500.0,11.1,9.0,98.8,CLS,0,0
OD100064,2026-01-07 08:52:00,2026-01-08 08:52:00,2026-01-07 10:14:12,2026-01-07 22:38:09,FC04,패션,충청권,로켓배송,기업,3,106900.0,31.1,51.1,77.4,CLS,0,0
OD100838,2026-02-06 21:52:00,2026-02-07 21:52:00,2026-02-06 22:36:48,2026-02-07 16:08:10,FC01,전자기기,수도권,로켓배송,일반,4,97300.0,32.2,12.6,121.6,CLS,0,0
OD101562,2026-03-18 17:40:00,2026-03-19 17:40:00,2026-03-18 18:00:54,2026-03-19 13:40:21,FC01,도서,수도권,로켓배송,와우회원,3,26100.0,13.5,7.4,21.7,PartnerA,0,0
OD100132,2026-02-01 06:00:00,2026-02-03 06:00:00,2026-02-01 06:28:36,2026-02-02 15:38:54,FC02,반려동물,강원권,일반배송,일반,1,missing,23.3,5.3,159.0,PartnerA,0,0
OD101220,2026-04-22 17:46:00,2026-04-23 05:46:00,2026-04-22 18:31:54,2026-04-23 04:24:23,FC03,반려동물,수도권,새벽배송,일반,1,12600.0,37.9,8.0,38.2,CLS,0,0
OD104649,2026-01-30 04:30:00,2026-01-31 04:30:00,2026-01-30 05:24:30,2026-01-31 00:48:43,FC01,전자기기,수도권,로켓배송,와우회원,2,62800.0,39.9,14.6,118.2,CLS,0,0
OD102573,2026-03-07 08:13:00,2026-03-07 20:13:00,2026-03-07 08:53:24,2026-03-07 23:56:41,FC01,식품,강원권,새벽배송,일반,4,29100.0,26.6,13.8,126.5,CLS,0,0
OD103433,2026-01-18 20:05:00,2026-01-19 20:05:00,2026-01-18 20:46:42,2026-01-19 14:56:12,FC01,전자기기,영남권,로켓배송,와우회원,3,89800.0,32.7,9.0,122.8,PartnerB,0,0
OD104054,2026-01-07 21:43:00,2026-01-08 21:43:00,2026-01-07 22:19:48,2026-01-08 14:46:31,FC05,패션,수도권,로켓배송,와우회원,3,164000.0,27.7,9.1,106.7,PartnerC,0,0
OD102005,2026-03-04 14:09:00,2026-03-05 14:09:00,2026-03-04 14:50:30,2026-03-05 07:37:49,FC04,생활용품,수도권,로켓배송,기업,5,168300.0,25.1,16.4,64.4,PartnerC,0,0
OD103875,2026-02-28 13:48:00,2026-03-01 13:48:00,2026-02-28 14:14:12,2026-03-01 06:01:52,FC02,전자기기,수도권,로켓배송,일반,2,93800.0,8.8,17.4,101.0,CLS,0,0
OD101042,2026-04-06 21:15:00,2026-04-07 21:15:00,2026-04-06 21:49:30,2026-04-07 15:47:18,FC01,생활용품,영남권,로켓배송,와우회원,3,58500.0,24.4,10.1,154.9,CLS,0,0
OD103151,2026-03-15 16:51:00,2026-03-16 16:51:00,2026-03-15 17:43:48,2026-03-16 15:32:37,FC01,생활용품,영남권,로켓배송,와우회원,4,144200.0,39.2,13.6,138.5,CLS,0,0
OD103649,2026-02-05 19:27:00,2026-02-06 07:27:00,2026-02-05 20:00:48,2026-02-06 05:41:06,FC02,전자기기,수도권,새벽배송,와우회원,5,385100.0,26.2,7.6,66.1,PartnerB,1,0
OD100088,2026-04-14 08:39:00,2026-04-15 08:39:00,2026-04-14 10:07:42,2026-04-15 01:43:11,FC05,생활용품,수도권,로켓배송,와우회원,2,227200.0,22.1,66.6,34.7,CLS,0,0
OD103003,2026-01-29 17:59:00,2026-01-30 05:59:00,2026-01-29 18:48:24,2026-01-30 10:49:07,FC01,전자기기,수도권,새벽배송,와우회원,2,91900.0,37.8,11.6,161.7,CLS,0,0
OD102129,2026-02-19 13:32:00,2026-02-21 13:32:00,2026-02-19 14:43:36,2026-02-21 05:09:23,FC02,도서,제주권,일반배송,기업,1,36900.0,48.7,22.9,326.1,PartnerA,0,1
OD102289,2026-02-06 18:50:00,2026-02-07 18:50:00,2026-02-06 19:25:36,2026-02-07 15:42:24,FC02,패션,영남권,로켓배송,일반,2,"₩265,600",30.2,5.4,110.2,CLS,0,0
OD104818,2026-01-02 18:51:00,2026-01-04 18:51:00,2026-01-02 19:28:54,2026-01-04 03:22:04,FC01,식품,강원권,일반배송,일반,3,11300.0,24.9,13.0,151.7,CLS,0,0
OD102670,2026-01-17 22:17:00,2026-01-18 10:17:00,2026-01-17 22:57:54,2026-01-18 12:30:24,FC02,식품,강원권,새벽배송,일반,3,32700.0,20.6,20.3,141.2,CLS,0,0
OD101476,2026-04-29 06:43:00,2026-05-01 06:43:00,2026-04-29 07:29:48,2026-04-30 17:02:11,FC02,뷰티,제주권,일반배송,일반,3,29700.0,31.4,15.4,329.7,CLS,0,0
OD103950,2026-02-11 21:42:00,2026-02-12 21:42:00,2026-02-11 22:23:24,2026-02-12 14:05:51,FC01,전자기기,수도권,로켓배송,일반,2,102500.0,31.6,9.8,53.1,CLS,0,0
OD101640,2026-03-25 07:36:00,2026-03-27 07:36:00,2026-03-25 08:08:12,2026-03-26 17:12:52,FC02,패션,수도권,일반배송,와우회원,4,136600.0,22.9,9.3,45.4,CLS,0,0
OD103620,2026-04-15 19:23:00,2026-04-16 19:23:00,2026-04-15 19:47:18,2026-04-16 12:05:42,FC01,뷰티,수도권,로켓배송,일반,3,54400.0,18.8,5.5,77.2,PartnerA,0,0
OD104595,2026-02-27 15:31:00,2026-03-01 15:31:00,2026-02-27 16:13:36,2026-03-01 04:31:03,FC03,생활용품,제주권,일반배송,와우회원,3,64400.0,28.1,14.5,281.6,CLS,0,0
OD102136,2026-04-05 19:53:00,2026-04-06 19:53:00,2026-04-05 20:15:06,2026-04-06 13:51:45,FC01,반려동물,영남권,로켓배송,일반,3,37400.0,14.8,7.3,132.1,CLS,0,0
OD102968,2026-04-20 16:55:00,2026-04-22 16:55:00,2026-04-20 17:41:18,2026-04-22 04:10:08,FC04,전자기기,수도권,일반배송,와우회원,5,210200.0,22.7,23.6,84.1,PartnerA,0,0
OD103832,2026-03-02 06:17:00,2026-03-04 06:17:00,2026-03-02 06:48:54,2026-03-03 17:55:20,FC02,식품,강원권,일반배송,와우회원,3,48200.0,20.4,11.5,229.1,CLS,0,0
OD103372,2026-03-16 19:33:00,2026-03-17 19:33:00,2026-03-16 20:03:42,2026-03-17 12:09:02,FC03,식품,수도권,로켓배송,와우회원,3,52500.0,22.1,8.6,42.5,PartnerB,0,0
OD100057,2026-04-27 20:26:00,2026-04-28 08:26:00,2026-04-27 21:19:36,2026-04-28 10:10:26,FC01,생활용품,영남권,새벽배송,일반,4,73100.0,30.3,23.3,148.1,PartnerA,1,0
OD105087,2026-04-07 20:39:00,2026-04-08 20:39:00,2026-04-07 22:20:48,2026-04-08 18:00:32,FC05,생활용품,수도권,로켓배송,일반,3,57700.0,59.1,42.7,96.8,PartnerA,0,0
OD103613,2026-04-23 19:24:00,2026-04-24 19:24:00,2026-04-23 20:18:48,2026-04-24 14:53:12,FC02,반려동물,강원권,로켓배송,기업,3,76200.0,20.2,34.6,137.2,PartnerA,0,0
OD104067,2026-04-27 09:04:00,2026-04-27 21:04:00,2026-04-27 10:39:24,2026-04-27 21:03:27,FC05,생활용품,수도권,새벽배송,와우회원,2,21200.0,42.6,52.8,127.1,CLS,0,0
OD101258,2026-04-12 14:00:00,2026-04-13 14:00:00,2026-04-12 14:33:48,2026-04-13 07:34:36,FC02,패션,영남권,로켓배송,일반,5,60500.0,19.5,14.3,120.3,CLS,0,0
OD101754,2026-02-10 16:54:00,2026-02-12 16:54:00,2026-02-10 17:59:42,2026-02-12 02:59:22,FC02,생활용품,수도권,일반배송,일반,5,37000.0,46.4,19.3,18.6,PartnerA,0,0
OD100364,2026-04-12 12:01:00,2026-04-13 12:01:00,2026-04-12 12:55:24,2026-04-13 05:24:15,FC04,반려동물,호남권,로켓배송,와우회원,5,32000.0,30.5,23.9,119.7,CLS,0,0
OD102273,2026-04-14 20:18:00,2026-04-15 20:18:00,2026-04-14 21:12:54,2026-04-15 18:55:28,FC03,식품,강원권,로켓배송,일반,4,39300.0,38.8,16.1,126.7,CLS,1,0
OD103473,2026-04-25 18:12:00,2026-04-27 18:12:00,2026-04-25 19:08:36,2026-04-27 08:37:54,FC05,도서,강원권,일반배송,기업,2,109600.0,40.4,16.2,146.3,CLS,0,0
OD103341,2026-01-06 20:39:00,2026-01-07 08:39:00,2026-01-06 21:18:12,2026-01-07 10:59:21,FC04,뷰티,영남권,새벽배송,일반,1,29400.0,12.2,27.0,199.1,CLS,0,0
OD104635,2026-03-16 21:07:00,2026-03-18 21:07:00,2026-03-16 22:26:06,2026-03-18 03:51:02,FC01,전자기기,수도권,일반배송,와우회원,7,344700.0,54.5,24.6,65.5,CLS,0,0
OD101396,2026-02-23 17:26:00,2026-02-24 17:26:00,2026-02-23 17:58:36,2026-02-24 13:12:12,FC01,식품,영남권,로켓배송,일반,4,71900.0,25.2,7.4,178.5,PartnerA,0,0
OD102879,2026-02-10 22:18:00,2026-02-11 22:18:00,2026-02-10 23:02:54,2026-02-11 12:58:22,FC04,식품,수도권,로켓배송,일반,1,11800.0,22.3,22.6,72.8,CLS,0,0
OD105094,2026-03-04 16:15:00,2026-03-05 04:15:00,2026-03-04 16:51:54,2026-03-05 06:34:26,FC03,반려동물,수도권,새벽배송,와우회원,4,85600.0,20.0,16.9,108.2,PartnerB,0,0
OD102399,2026-04-07 18:53:00,2026-04-08 06:53:00,2026-04-07 19:50:00,2026-04-08 06:02:08,FC03,전자기기,호남권,새벽배송,일반,7,242200.0,46.9,10.1,139.4,CLS,0,0
OD103862,2026-04-26 14:44:00,2026-04-28 14:44:00,2026-04-26 15:14:06,2026-04-27 23:06:20,FC02,뷰티,영남권,일반배송,일반,6,154600.0,19.4,10.7,205.4,CLS,0,0
OD102312,2026-01-22 17:22:00,2026-01-23 17:22:00,2026-01-22 18:58:30,2026-01-23 12:40:33,FC01,뷰티,충청권,로켓배송,와우회원,5,132100.0,57.0,39.5,147.4,CLS,0,1
OD104989,2026-04-04 19:17:00,2026-04-05 07:17:00,2026-04-04 19:54:12,,FC02,식품,수도권,새벽배송,와우회원,4,92200.0,17.7,19.5,109.2,CLS,0,0
OD102738,2026-01-26 21:20:00,2026-01-28 21:20:00,2026-01-26 21:59:42,2026-01-28 06:34:08,FC03,도서,수도권,일반배송,와우회원,3,19100.0,22.1,17.6,49.1,PartnerC,0,0
OD102082,2026-01-03 08:50:00,2026-01-04 08:50:00,2026-01-03 09:11:06,2026-01-03 23:15:20,FC04,생활용품,수도권,로켓배송,일반,2,31400.0,12.2,8.9,106.6,PartnerB,0,0
OD102213,2026-02-06 14:49:00,2026-02-07 02:49:00,2026-02-06 15:23:00,2026-02-07 02:43:15,FC03,전자기기,호남권,새벽배송,일반,1,69400.0,24.9,9.1,137.5,CLS,0,0
OD100686,2026-01-20 21:08:00,2026-01-21 21:08:00,2026-01-20 21:29:18,2026-01-21 17:55:56,FC02,생활용품,수도권,로켓배송,일반,1,44200.0,15.4,5.9,123.2,CLS,0,0
OD102280,2026-02-21 17:54:00,2026-02-22 17:54:00,2026-02-21 19:08:48,2026-02-22 17:40:31,FC02,패션,영남권,로켓배송,와우회원,2,51900.0,51.5,23.3,228.5,CLS,0,0
OD102453,2026-03-24 08:12:00,2026-03-25 08:12:00,2026-03-24 08:54:42,2026-03-25 02:58:00,FC05,생활용품,수도권,로켓배송,와우회원,6,62300.0,23.5,19.2,59.7,CLS,0,0
OD103701,2026-02-27 12:38:00,2026-03-01 12:38:00,2026-02-27 13:43:12,2026-02-28 23:48:41,FC02,생활용품,영남권,일반배송,일반,4,26200.0,31.9,33.3,140.0,CLS,0,0
OD102750,2026-01-24 11:49:00,2026-01-24 23:49:00,2026-01-24 13:18:54,2026-01-25 04:30:19,FC04,생활용품,호남권,새벽배송,와우회원,4,14200.0,67.5,22.4,98.9,PartnerA,0,0
OD104682,2026-02-08 07:34:00,2026-02-08 19:34:00,2026-02-08 07:58:12,2026-02-08 21:18:27,FC01,생활용품,영남권,새벽배송,와우회원,3,94900.0,18.3,5.9,169.2,PartnerA,0,0
OD104897,2026-01-27 17:37:00,2026-01-28 05:37:00,2026-01-27 18:03:36,2026-01-28 02:53:43,FC01,도서,수도권,새벽배송,와우회원,2,18300.0,21.8,4.8,64.8,CLS,0,0
OD102165,2026-02-02 04:01:00,2026-02-03 04:01:00,2026-02-02 04:42:42,2026-02-03 00:06:04,FC01,뷰티,호남권,로켓배송,일반,5,66700.0,30.9,10.8,116.3,CLS,0,0
OD100311,2026-04-09 15:37:00,2026-04-11 15:37:00,2026-04-09 16:31:36,2026-04-11 00:48:52,FC04,뷰티,충청권,일반배송,일반,2,29500.0,37.5,17.1,70.8,PartnerC,0,0
OD100341,2026-01-16 10:04:00,2026-01-17 10:04:00,2026-01-16 10:37:06,2026-01-17 00:22:48,FC03,식품,수도권,로켓배송,와우회원,3,38200.0,12.9,20.2,95.1,PartnerA,0,0
OD101073,2026-01-27 14:37:00,2026-01-28 14:37:00,2026-01-27 15:23:18,2026-01-28 05:57:06,FC01,식품,수도권,로켓배송,와우회원,3,48300.0,36.2,10.1,62.6,CLS,0,0
OD104758,2026-02-24 18:48:00,2026-02-25 18:48:00,2026-02-24 19:08:36,2026-02-25 09:39:02,FC01,전자기기,수도권,로켓배송,와우회원,3,271800.0,9.8,10.8,81.3,CLS,0,0
OD100957,2026-04-15 05:45:00,2026-04-16 05:45:00,2026-04-15 06:26:30,2026-04-16 05:23:37,FC02,생활용품,영남권,로켓배송,일반,4,28800.0,25.4,16.1,131.0,PartnerA,0,0
OD104119,2026-03-20 05:16:00,2026-03-21 05:16:00,2026-03-20 07:15:00,2026-03-20 21:27:34,FC03,생활용품,수도권,로켓배송,와우회원,5,72200.0,65.9,53.1,38.2,CLS,0,0
OD104431,2026-03-16 07:24:00,2026-03-17 07:24:00,2026-03-16 08:34:54,2026-03-17 02:27:34,FC05,식품,수도권,로켓배송,일반,3,38000.0,30.9,40.0,47.5,PartnerB,0,0
OD103283,2026-03-14 17:24:00,2026-03-15 17:24:00,2026-03-14 17:55:24,2026-03-15 10:35:40,FC02,생활용품,수도권,로켓배송,일반,4,70400.0,21.3,10.1,68.2,PartnerB,0,0
OD100988,2026-02-08 19:27:00,2026-02-10 19:27:00,2026-02-08 20:49:48,2026-02-10 08:39:58,FC05,전자기기,영남권,일반배송,일반,2,73000.0,61.5,21.3,156.8,PartnerC,0,0
OD101006,2026-01-02 10:22:00,2026-01-03 10:22:00,2026-01-02 10:54:36,2026-01-03 04:34:38,FC03,뷰티,수도권,로켓배송,와우회원,5,132200.0,18.1,14.5,127.3,CLS,0,0
OD104770,2026-01-17 10:44:00,2026-01-17 22:44:00,2026-01-17 11:07:00,2026-01-17 23:50:06,FC02,전자기기,충청권,새벽배송,와우회원,2,36800.0,12.3,10.7,165.1,CLS,0,0
OD105179,2026-01-22 16:08:00,2026-01-23 04:08:00,2026-01-22 16:47:54,2026-01-23 02:40:52,FC02,패션,호남권,새벽배송,일반,6,98500.0,31.9,8.0,127.6,CLS,0,0
OD103159,2026-03-16 13:06:00,2026-03-17 13:06:00,2026-03-16 13:50:18,2026-03-17 04:52:06,FC01,식품,충청권,로켓배송,일반,2,59400.0,26.6,17.7,127.0,CLS,1,0
OD100848,2026-04-05 19:25:00,2026-04-06 07:25:00,2026-04-05 20:20:36,2026-04-06 09:42:44,FC01,생활용품,영남권,새벽배송,일반,2,63800.0,44.9,10.7,170.9,PartnerA,0,0
OD104659,2026-02-14 20:48:00,2026-02-15 08:48:00,2026-02-14 21:31:30,2026-02-15 08:50:34,FC03,패션,수도권,새벽배송,일반,2,27300.0,30.5,13.0,24.6,CLS,0,0
OD103572,2026-01-23 17:06:00,2026-01-24 17:06:00,2026-01-23 18:11:12,2026-01-24 10:25:23,FC01,전자기기,수도권,로켓배송,일반,4,151600.0,54.8,10.4,71.0,CLS,0,0
OD102765,2026-03-28 15:21:00,2026-03-29 03:21:00,2026-03-28 16:20:12,2026-03-29 11:12:05,FC03,식품,제주권,새벽배송,일반,4,57300.0,31.2,28.0,295.3,CLS,1,0
OD105067,2026-02-08 00:27:00,2026-02-08 12:27:00,2026-02-08 01:21:42,2026-02-08 15:23:56,FC02,생활용품,강원권,새벽배송,일반,6,68800.0,28.2,26.5,177.4,PartnerB,0,0
OD101417,2026-03-30 21:53:00,2026-03-31 21:53:00,2026-03-30 22:26:12,2026-03-31 16:05:45,FC03,전자기기,충청권,로켓배송,일반,4,64300.0,15.2,18.0,145.7,PartnerA,1,0
OD101893,2026-03-08 13:36:00,2026-03-09 13:36:00,2026-03-08 15:00:42,2026-03-09 06:14:26,FC04,뷰티,호남권,로켓배송,와우회원,3,67700.0,47.2,37.5,118.3,CLS,0,0
OD100179,2026-04-22 18:19:00,2026-04-23 18:19:00,2026-04-22 18:49:18,2026-04-23 11:07:35,FC04,식품,충청권,로켓배송,와우회원,3,54500.0,24.4,5.9,118.7,CLS,0,0
OD104039,2026-02-25 07:27:00,2026-02-26 07:27:00,2026-02-25 08:00:36,2026-02-26 04:29:49,FC03,뷰티,호남권,로켓배송,와우회원,5,85900.0,19.2,14.4,205.4,CLS,0,0
OD102443,2026-03-29 17:35:00,2026-03-30 05:35:00,2026-03-29 18:11:18,2026-03-30 04:24:34,FC04,뷰티,영남권,새벽배송,일반,1,33100.0,27.7,8.6,196.4,CLS,0,1
OD104821,2026-02-09 14:54:00,2026-02-10 14:54:00,2026-02-09 15:24:06,2026-02-10 09:19:02,FC04,뷰티,충청권,로켓배송,기업,3,39900.0,12.5,17.6,150.2,PartnerB,0,0
OD101685,2026-03-03 12:10:00,2026-03-05 12:10:00,2026-03-03 12:54:12,2026-03-04 22:22:01,FC02,생활용품,강원권,일반배송,기업,6,251400.0,37.5,6.7,157.3,CLS,0,0
OD100828,2026-01-03 17:07:00,2026-01-04 17:07:00,2026-01-03 17:46:12,2026-01-04 13:26:47,FC01,식품,수도권,로켓배송,와우회원,5,44900.0,24.3,14.9,37.3,CLS,0,0
OD104589,2026-03-13 21:44:00,2026-03-14 09:44:00,2026-03-13 22:11:36,2026-03-14 11:35:50,FC02,반려동물,영남권,새벽배송,일반,2,48600.0,10.5,17.1,166.1,CLS,0,0
OD100411,2026-01-05 10:27:00,2026-01-06 10:27:00,2026-01-05 11:02:06,2026-01-06 04:20:36,FC01,뷰티,영남권,로켓배송,기업,3,37200.0,24.8,10.3,133.6,CLS,0,0
OD102266,2026-04-19 06:50:00,2026-04-19 18:50:00,2026-04-19 07:20:06,2026-04-19 18:30:43,FC02,식품,호남권,새벽배송,일반,3,"₩47,300",23.8,6.3,142.1,CLS,0,0
OD100205,2026-03-10 19:44:00,2026-03-12 19:44:00,2026-03-10 20:26:36,2026-03-12 06:44:15,FC05,반려동물,영남권,일반배송,와우회원,2,18300.0,27.7,14.9,185.8,CLS,0,0
OD101877,2026-04-01 09:40:00,2026-04-01 21:40:00,2026-04-01 10:32:36,2026-04-01 20:35:26,FC04,패션,수도권,새벽배송,와우회원,5,90400.0,36.4,16.2,135.5,PartnerC,0,0
OD105066,2026-03-11 13:13:00,2026-03-12 01:13:00,2026-03-11 13:47:54,2026-03-12 05:00:13,FC01,패션,제주권,새벽배송,와우회원,5,135700.0,23.4,11.5,280.8,PartnerC,0,0
OD104229,2026-03-01 22:49:00,2026-03-02 22:49:00,2026-03-01 23:48:30,2026-03-02 18:51:42,FC05,전자기기,수도권,로켓배송,일반,5,316700.0,37.4,22.1,49.1,CLS,0,0
OD100296,2026-01-19 01:58:00,2026-01-20 01:58:00,2026-01-19 03:34:06,2026-01-20 00:37:52,FC04,패션,수도권,로켓배송,일반,2,44300.0,21.5,74.6,169.4,PartnerB,1,1
OD100928,2026-04-08 13:04:00,2026-04-09 01:04:00,2026-04-08 14:11:06,2026-04-09 03:41:34,FC04,식품,호남권,새벽배송,일반,2,24600.0,51.5,15.6,240.9,PartnerC,0,0
OD103207,2026-02-06 06:19:00,2026-02-07 06:19:00,2026-02-06 06:54:24,2026-02-07 08:31:10,FC03,생활용품,충청권,로켓배송,와우회원,4,55100.0,24.9,10.5,358.7,CLS,0,0
OD101816,2026-01-29 08:14:00,2026-01-31 08:14:00,2026-01-29 08:59:06,2026-01-30 19:06:40,FC05,도서,영남권,일반배송,일반,4,30000.0,29.9,15.2,144.6,CLS,0,0
OD100874,2026-04-05 13:52:00,2026-04-06 13:52:00,2026-04-05 15:02:18,2026-04-06 09:44:42,FC01,패션,영남권,로켓배송,와우회원,4,112600.0,47.4,22.9,194.7,CLS,0,0
OD100652,2026-02-07 20:25:00,2026-02-08 20:25:00,2026-02-07 20:57:54,2026-02-08 22:00:15,FC04,반려동물,제주권,로켓배송,와우회원,2,46900.0,22.6,10.3,323.2,CLS,0,0
OD103222,2026-03-13 20:12:00,2026-03-14 20:12:00,2026-03-13 20:38:24,2026-03-14 13:25:43,FC04,생활용품,호남권,로켓배송,와우회원,3,35200.0,12.9,13.5,136.3,CLS,0,0
OD102812,2026-02-28 09:39:00,2026-03-01 09:39:00,2026-02-28 10:34:48,2026-03-01 06:33:15,FC04,beauty,영남권,로켓배송,기업,2,53600.0,24.4,31.4,199.6,CLS,0,0
