order_id,order_datetime,promised_datetime,shipped_datetime,delivered_datetime,center_id,sku_category,customer_region,delivery_type,customer_type,item_count,order_amount,picking_minutes,packing_minutes,shipping_distance_km,courier_partner,return_flag,damage_flag
OD102293,2026-02-16 00:39:00,2026-02-16 12:39:00,2026-02-16 01:03:12,2026-02-16 12:28:52,FC02,식품,영남권,새벽배송,일반,2,17000.0,10.7,13.5,130.4,PartnerA,0,0
OD104372,2026-02-02 18:56:00,2026-02-04 18:56:00,2026-02-02 19:20:48,2026-02-04 03:56:03,FC05,식품,수도권,일반배송,일반,2,19600.0,9.8,15.0,51.3,CLS,1,0
OD102887,2026-02-18 12:25:00,2026-02-19 00:25:00,2026-02-18 12:36:00,2026-02-19 03:41:46,FC01,반려동물,수도권,새벽배송,와우회원,1,50300.0,6.6,4.4,136.5,CLS,0,0
OD101232,2026-02-07 07:04:00,2026-02-08 07:04:00,2026-02-07 07:48:12,2026-02-08 01:51:22,FC05,전자기기,수도권,로켓배송,일반,4,61400.0,30.4,13.8,96.2,CLS,0,0
OD103362,2026-02-05 16:41:00,2026-02-06 04:41:00,2026-02-05 17:16:36,2026-02-06 07:46:47,FC02,식품,강원권,새벽배송,와우회원,3,7600.0,21.4,14.2,194.3,PartnerA,0,0
OD102302,2026-02-08 18:47:00,2026-02-10 18:47:00,2026-02-08 19:14:48,2026-02-10 08:33:06,FC01,패션,제주권,일반배송,와우회원,3,70100.0,19.8,8.0,259.2,PartnerA,0,0
OD101233,2026-02-28 07:51:00,2026-03-02 07:51:00,2026-02-28 08:30:00,2026-03-01 16:10:24,FC02,반려동물,수도권,일반배송,와우회원,5,133700.0,20.4,18.6,70.2,CLS,0,0
OD101424,2026-02-01 20:16:00,2026-02-03 20:16:00,2026-02-01 20:51:18,2026-02-03 04:29:32,FC01,식품,수도권,일반배송,일반,3,26600.0,28.9,6.4,43.9,PartnerA,0,0
OD100039,2026-02-10 20:58:00,2026-02-11 20:58:00,2026-02-10 21:58:00,2026-02-11 14:12:23,FC02,생활용품,수도권,로켓배송,일반,1,16900.0,39.0,21.0,133.1,CLS,0,0
OD103638,2026-02-07 16:36:00,2026-02-08 16:36:00,2026-02-07 17:09:24,2026-02-08 14:29:44,FC02,생활용품,영남권,로켓배송,와우회원,3,39900.0,24.9,8.5,117.6,CLS,0,0
OD104466,2026-02-10 14:58:00,2026-02-11 02:58:00,2026-02-10 15:40:00,2026-02-11 04:05:17,FC03,전자기기,수도권,새벽배송,와우회원,2,70500.0,37.8,4.2,105.2,CLS,0,1
OD101472,2026-02-15 13:20:00,2026-02-16 01:20:00,2026-02-15 13:34:54,2026-02-16 03:19:02,FC02,뷰티,수도권,새벽배송,와우회원,1,22300.0,6.0,8.9,34.9,CLS,1,0
OD100248,2026-02-19 19:21:00,2026-02-20 19:21:00,2026-02-19 20:08:12,2026-02-20 08:59:57,FC03,식품,수도권,로켓배송,일반,4,41600.0,25.2,22.0,56.9,CLS,0,0
OD103645,2026-02-25 10:36:00,2026-02-26 10:36:00,2026-02-25 11:14:18,2026-02-26 03:37:21,FC02,뷰티,영남권,로켓배송,일반,4,87000.0,12.1,26.2,114.6,CLS,0,0
OD102236,2026-02-06 12:11:00,2026-02-07 12:11:00,2026-02-06 12:51:48,2026-02-07 08:01:19,FC05,생활용품,호남권,로켓배송,와우회원,2,37700.0,18.9,21.9,199.1,PartnerA,0,0
OD100697,2026-02-20 00:10:00,2026-02-20 12:10:00,2026-02-20 00:40:24,2026-02-20 15:17:15,FC01,식품,영남권,새벽배송,일반,2,26500.0,16.7,13.7,139.3,CLS,0,0
OD102431,2026-02-15 12:06:00,2026-02-16 00:06:00,2026-02-15 12:27:54,2026-02-16 02:05:27,FC01,전자기기,충청권,새벽배송,와우회원,4,98800.0,13.2,8.7,84.3,CLS,0,0
OD100767,2026-02-11 17:44:00,2026-02-12 05:44:00,2026-02-11 18:19:54,2026-02-12 02:40:07,FC05,생활용품,영남권,새벽배송,와우회원,3,"₩35,200",9.6,26.3,156.9,CLS,0,0
OD104448,2026-02-18 07:29:00,2026-02-20 07:29:00,2026-02-18 08:55:12,2026-02-19 21:36:21,FC03,생활용품,강원권,일반배송,일반,5,40600.0,64.4,21.8,196.8,CLS,0,0
OD102683,2026-02-28 23:53:00,2026-03-01 23:53:00,2026-03-01 00:10:00,2026-03-01 21:08:43,FC01,식품,영남권,로켓배송,와우회원,1,11300.0,11.7,5.3,192.7,CLS,0,0
OD103392,2026-02-16 20:25:00,2026-02-17 20:25:00,2026-02-16 21:06:42,2026-02-17 19:00:58,FC01,생활용품,영남권,로켓배송,기업,3,181900.0,29.3,12.4,192.8,PartnerA,0,0
OD102348,2026-02-20 11:26:00,2026-02-21 11:26:00,2026-02-20 11:54:30,2026-02-21 03:09:05,FC02,패션,충청권,로켓배송,일반,4,53500.0,17.7,10.8,109.1,PartnerA,0,0
OD102837,2026-02-28 07:10:00,2026-03-02 07:10:00,2026-02-28 08:14:42,2026-03-01 18:36:24,FC04,뷰티,수도권,일반배송,일반,4,121100.0,32.5,32.2,54.8,CLS,0,0
OD101524,2026-02-25 09:16:00,2026-02-25 21:16:00,2026-02-25 09:59:00,2026-02-25 20:51:09,FC04,생활용품,수도권,새벽배송,일반,4,84000.0,18.8,24.2,88.3,CLS,0,0
OD103970,2026-02-02 17:59:00,2026-02-03 17:59:00,2026-02-02 18:34:06,2026-02-03 15:05:08,FC01,식품,수도권,로켓배송,일반,2,28700.0,19.8,15.3,77.8,PartnerB,0,0
OD103654,2026-02-03 15:33:00,2026-02-04 03:33:00,2026-02-03 15:54:06,2026-02-04 01:20:36,FC03,생활용품,수도권,새벽배송,와우회원,2,87600.0,8.8,12.3,32.9,PartnerA,0,0
OD104778,2026-02-03 08:35:00,2026-02-04 08:35:00,2026-02-03 08:59:00,2026-02-04 00:00:15,FC01,패션,수도권,로켓배송,일반,5,117300.0,13.6,10.4,27.5,PartnerC,0,0
OD102009,2026-02-18 10:01:00,2026-02-19 10:01:00,2026-02-18 10:35:30,2026-02-19 08:16:28,FC01,패션,영남권,로켓배송,일반,3,81100.0,25.3,9.2,128.1,PartnerA,0,0
OD100177,2026-02-16 08:40:00,2026-02-17 08:40:00,2026-02-16 09:09:00,2026-02-17 05:55:30,FC04,패션,충청권,로켓배송,와우회원,4,66700.0,16.0,13.0,200.4,CLS,0,0
OD104449,2026-02-02 18:11:00,2026-02-03 18:11:00,2026-02-02 19:17:42,2026-02-03 18:44:20,FC01,전자기기,강원권,로켓배송,일반,4,136300.0,55.5,11.2,236.2,CLS,0,0
OD104673,2026-02-10 19:46:00,2026-02-12 19:46:00,2026-02-10 20:32:00,2026-02-12 01:11:40,FC04,패션,수도권,일반배송,기업,1,114000.0,28.7,17.3,31.7,CLS,0,0
OD100155,2026-02-27 12:43:00,2026-03-01 12:43:00,2026-02-27 13:08:48,2026-02-28 22:26:33,FC02,식품,호남권,일반배송,일반,2,21000.0,18.0,7.8,175.7,CLS,0,0
OD102953,2026-02-17 05:59:00,2026-02-18 05:59:00,2026-02-17 07:02:00,2026-02-18 00:36:09,FC03,반려동물,수도권,로켓배송,일반,4,45200.0,50.0,13.0,33.5,CLS,0,0
OD105111,2026-02-19 03:09:00,2026-02-19 15:09:00,2026-02-19 03:33:36,2026-02-19 14:03:28,FC01,패션,수도권,새벽배송,일반,2,48400.0,7.4,17.2,48.1,PartnerB,0,0
OD100139,2026-02-05 18:34:00,2026-02-06 18:34:00,2026-02-05 19:18:18,2026-02-06 18:03:26,FC04,패션,강원권,로켓배송,일반,3,56200.0,24.6,19.7,244.5,PartnerA,0,0
OD100322,2026-02-22 13:14:00,2026-02-23 13:14:00,2026-02-22 13:58:24,2026-02-23 07:43:19,FC01,식품,수도권,로켓배송,일반,5,19600.0,27.3,17.1,98.3,CLS,0,0
OD100703,2026-02-11 20:32:00,2026-02-12 08:32:00,2026-02-11 21:49:42,2026-02-12 13:20:09,FC01,패션,영남권,새벽배송,일반,5,154400.0,20.2,57.5,196.2,CLS,1,0
OD101781,2026-02-01 05:08:00,2026-02-03 05:08:00,2026-02-01 05:41:18,2026-02-02 20:44:18,FC01,뷰티,영남권,일반배송,일반,2,65900.0,21.5,11.8,165.3,CLS,0,0
OD104625,2026-02-11 16:19:00,2026-02-13 16:19:00,2026-02-11 16:42:54,2026-02-12 22:02:39,FC01,식품,수도권,일반배송,일반,3,29000.0,13.8,10.1,59.4,PartnerB,0,0
OD105128,2026-02-05 11:35:00,2026-02-06 11:35:00,2026-02-05 12:01:36,2026-02-06 08:02:14,FC01,전자기기,수도권,로켓배송,일반,1,77400.0,18.6,8.0,101.6,CLS,0,0
OD103626,2026-02-19 08:44:00,2026-02-20 08:44:00,2026-02-19 09:14:06,2026-02-20 04:39:48,FC02,반려동물,영남권,로켓배송,와우회원,3,46600.0,21.7,8.4,248.4,CLS,0,0
OD102862,2026-02-15 06:27:00,2026-02-16 06:27:00,2026-02-15 07:03:24,2026-02-16 00:44:23,FC01,패션,영남권,로켓배송,와우회원,3,93400.0,29.6,6.8,132.5,PartnerC,0,0
OD101491,2026-02-01 20:40:00,2026-02-02 20:40:00,2026-02-01 21:10:18,2026-02-02 14:39:04,FC01,식품,강원권,로켓배송,와우회원,5,73200.0,16.7,13.6,160.0,CLS,0,0
OD102622,2026-02-14 18:26:00,2026-02-15 18:26:00,2026-02-14 18:49:18,2026-02-15 19:19:22,FC01,생활용품,수도권,로켓배송,일반,2,29700.0,12.9,10.4,80.5,CLS,0,0
OD104788,2026-02-11 21:09:00,2026-02-13 21:09:00,2026-02-11 22:24:00,2026-02-13 05:52:48,FC03,패션,수도권,일반배송,일반,2,50300.0,43.2,31.8,51.2,PartnerB,0,0
OD105114,2026-02-06 21:23:00,2026-02-07 09:23:00,2026-02-06 21:54:06,2026-02-07 09:09:31,FC02,생활용품,수도권,새벽배송,와우회원,5,62800.0,13.6,17.5,75.4,CLS,0,0
OD104397,2026-02-15 20:47:00,2026-02-17 20:47:00,2026-02-15 21:33:06,2026-02-17 07:39:40,FC01,생활용품,수도권,일반배송,일반,3,64200.0,24.2,21.9,51.1,CLS,0,0
OD102880,2026-02-18 08:51:00,2026-02-19 08:51:00,2026-02-18 09:30:18,2026-02-19 03:25:35,FC01,반려동물,수도권,로켓배송,기업,3,138100.0,30.2,9.1,49.8,PartnerA,0,0
OD102805,2026-02-08 21:07:00,2026-02-09 21:07:00,2026-02-08 21:48:06,2026-02-09 11:41:16,FC04,반려동물,수도권,로켓배송,일반,4,25000.0,29.2,11.9,46.8,PartnerA,0,0
OD101485,2026-02-07 18:45:00,2026-02-08 18:45:00,2026-02-07 19:33:18,2026-02-08 14:51:01,FC01,뷰티,강원권,로켓배송,일반,5,138400.0,14.3,34.0,173.0,PartnerA,0,0
OD101666,2026-02-16 08:16:00,2026-02-16 20:16:00,2026-02-16 08:43:30,2026-02-16 21:28:54,FC04,식품,수도권,새벽배송,일반,2,21600.0,12.9,14.6,48.4,CLS,0,0
OD102864,2026-02-05 17:15:00,2026-02-06 05:15:00,2026-02-05 18:21:36,2026-02-06 06:54:34,FC05,식품,수도권,새벽배송,와우회원,7,52600.0,53.4,13.2,69.2,CLS,0,0
OD103450,2026-02-09 18:53:00,2026-02-10 06:53:00,2026-02-09 19:21:36,2026-02-10 06:40:59,FC04,식품,수도권,새벽배송,일반,1,10200.0,9.9,18.7,121.4,CLS,0,0
OD102767,2026-02-10 19:22:00,2026-02-11 19:22:00,2026-02-10 19:38:36,2026-02-11 11:32:05,FC01,식품,수도권,로켓배송,일반,2,29900.0,6.7,9.9,70.1,PartnerB,0,0
OD100005,2026-02-20 15:28:00,2026-02-21 15:28:00,2026-02-20 16:06:42,2026-02-21 12:16:47,FC02,뷰티,수도권,로켓배송,와우회원,2,27600.0,28.9,9.8,245.0,PartnerA,0,0
OD104609,2026-02-20 13:25:00,2026-02-22 13:25:00,2026-02-20 14:10:24,2026-02-22 04:48:19,FC01,생활용품,영남권,일반배송,와우회원,4,15300.0,34.1,11.3,206.8,CLS,0,0
OD100744,2026-02-08 22:01:00,2026-02-09 22:01:00,2026-02-08 22:54:30,2026-02-09 14:41:39,FC03,뷰티,수도권,로켓배송,일반,3,47200.0,28.4,25.1,60.5,CLS,0,0
