order_id,order_datetime,promised_datetime,shipped_datetime,delivered_datetime,center_id,sku_category,customer_region,delivery_type,customer_type,item_count,order_amount,picking_minutes,packing_minutes,shipping_distance_km,courier_partner,return_flag,damage_flag
OD100567,2026-03-31 16:16:00,2026-04-02 16:16:00,2026-03-31 16:47:06,2026-04-01 23:08:23,FC04,패션,강원권,일반배송,와우회원,2,69200.0,17.9,13.2,165.2,CLS,0,0
OD102451,2026-03-31 18:18:00,2026-04-01 18:18:00,2026-03-31 18:52:36,2026-04-01 11:37:42,FC01,생활용품,호남권,로켓배송,와우회원,2,61600.0,14.0,20.6,132.4,CLS,0,0
OD101000,2026-03-30 18:02:00,2026-03-31 18:02:00,2026-03-30 18:43:12,2026-03-31 13:24:04,FC02,생활용품,수도권,로켓배송,와우회원,4,36100.0,23.2,18.0,47.0,CLS,0,0
OD104987,2026-03-13 15:38:00,2026-03-14 15:38:00,2026-03-13 15:58:42,2026-03-14 10:11:09,FC01,식품,수도권,로켓배송,일반,3,10800.0,8.9,11.8,86.9,CLS,0,0
OD103736,2026-03-03 19:14:00,2026-03-05 19:14:00,2026-03-03 20:04:00,2026-03-05 05:27:17,FC02,생활용품,수도권,일반배송,기업,5,177900.0,24.4,25.6,85.6,CLS,0,0
OD103276,2026-03-11 09:48:00,2026-03-11 21:48:00,2026-03-11 10:21:48,2026-03-11 20:56:49,FC02,전자기기,수도권,새벽배송,일반,1,127600.0,24.3,9.5,66.6,CLS,0,0
OD102180,2026-03-27 13:44:00,2026-03-28 13:44:00,2026-03-27 14:38:42,2026-03-28 10:35:08,FC01,도서,호남권,로켓배송,일반,3,21700.0,28.6,26.1,234.3,CLS,0,0
OD103459,2026-03-04 19:05:00,2026-03-05 19:05:00,2026-03-04 20:11:12,2026-03-05 16:31:13,FC01,생활용품,수도권,로켓배송,와우회원,1,42800.0,48.8,17.4,55.4,CLS,0,0
OD102426,2026-03-03 00:48:00,2026-03-04 00:48:00,2026-03-03 01:15:00,2026-03-03 19:20:05,FC01,뷰티,수도권,로켓배송,와우회원,3,76600.0,16.9,10.1,50.5,CLS,0,0
OD104101,2026-03-05 21:00:00,2026-03-06 21:00:00,2026-03-05 22:06:18,2026-03-06 14:50:25,FC04,daily,영남권,로켓배송,일반,4,46600.0,37.1,29.2,152.5,CLS,0,0
OD100468,2026-03-06 20:03:00,2026-03-08 20:03:00,2026-03-06 21:45:24,2026-03-08 08:03:16,FC05,식품,수도권,일반배송,와우회원,4,77400.0,53.4,49.0,98.9,CLS,0,0
OD103523,2026-03-02 16:50:00,2026-03-03 04:50:00,2026-03-02 17:31:48,2026-03-03 04:08:08,FC02,생활용품,제주권,새벽배송,일반,3,51800.0,18.0,23.8,278.6,PartnerA,0,0
OD103667,2026-03-08 19:08:00,2026-03-09 07:08:00,2026-03-08 19:54:12,2026-03-09 06:17:44,FC02,패션,수도권,새벽배송,일반,3,56700.0,32.2,14.0,35.2,,1,0
OD103788,2026-03-30 07:46:00,2026-03-30 19:46:00,2026-03-30 08:06:18,2026-03-30 16:38:16,FC01,뷰티,영남권,새벽배송,일반,2,80900.0,10.9,9.4,102.1,CLS,0,0
OD103807,2026-03-30 18:18:00,2026-03-31 06:18:00,2026-03-30 19:00:54,2026-03-31 09:31:13,FC02,생활용품,수도권,새벽배송,와우회원,3,missing,19.1,23.8,129.1,PartnerA,0,0
OD103199,2026-03-30 11:02:00,2026-03-31 11:02:00,2026-03-30 12:14:18,2026-03-31 06:20:59,FC04,생활용품,영남권,로켓배송,와우회원,4,92200.0,67.2,5.1,171.6,PartnerB,0,1
OD105150,2026-03-05 05:23:00,2026-03-05 17:23:00,2026-03-05 06:15:24,2026-03-05 14:59:49,FC04,전자기기,수도권,새벽배송,일반,7,113100.0,29.7,22.7,44.6,CLS,0,0
OD101694,2026-03-16 18:14:00,2026-03-18 18:14:00,2026-03-16 19:09:36,2026-03-18 05:13:29,FC04,도서,수도권,일반배송,일반,6,19400.0,36.2,19.4,140.0,PartnerA,0,0
OD100336,2026-03-10 15:02:00,2026-03-11 03:02:00,2026-03-10 16:43:54,2026-03-11 06:50:30,FC05,식품,호남권,새벽배송,기업,2,46000.0,44.0,57.9,118.9,PartnerC,0,0
OD103755,2026-03-29 11:53:00,2026-03-30 11:53:00,2026-03-29 13:02:06,2026-03-30 06:20:11,FC04,뷰티,호남권,로켓배송,일반,3,33400.0,36.1,33.0,213.3,CLS,0,0
OD102277,2026-03-18 05:43:00,2026-03-19 05:43:00,2026-03-18 06:40:18,2026-03-19 05:40:34,FC05,식품,수도권,로켓배송,와우회원,3,57400.0,34.7,22.6,162.7,CLS,0,0
OD102831,2026-03-23 05:48:00,2026-03-24 05:48:00,2026-03-23 06:54:48,2026-03-24 03:14:17,FC02,식품,영남권,로켓배송,일반,4,18800.0,50.3,16.5,160.2,CLS,0,0
OD101418,2026-03-19 07:16:00,2026-03-20 07:16:00,2026-03-19 07:34:24,2026-03-20 04:38:09,FC05,패션,영남권,로켓배송,일반,1,17200.0,6.2,12.2,241.2,PartnerC,0,0
OD104472,2026-03-06 16:16:00,2026-03-07 04:16:00,2026-03-06 16:52:24,2026-03-07 03:40:57,FC03,생활용품,호남권,새벽배송,와우회원,5,49500.0,23.6,12.8,153.7,CLS,1,0
OD102855,2026-03-19 21:44:00,2026-03-20 21:44:00,2026-03-19 22:52:12,2026-03-20 15:50:57,FC05,전자기기,수도권,로켓배송,기업,3,133100.0,38.5,29.7,156.6,CLS,0,0
OD101668,2026-03-05 14:19:00,2026-03-06 14:19:00,2026-03-05 15:20:48,2026-03-06 07:48:44,FC01,반려동물,강원권,로켓배송,일반,3,74200.0,28.2,33.6,141.7,CLS,0,0
OD104307,2026-03-28 04:01:00,2026-03-28 16:01:00,2026-03-28 04:52:06,2026-03-28 18:21:13,FC05,생활용품,강원권,새벽배송,와우회원,4,54900.0,42.6,8.5,168.8,CLS,0,0
OD103584,2026-03-18 18:05:00,2026-03-19 06:05:00,2026-03-18 18:34:00,2026-03-19 06:24:54,FC02,패션,수도권,새벽배송,일반,4,72500.0,16.3,12.7,86.9,CLS,1,0
OD102723,2026-03-14 20:48:00,2026-03-15 20:48:00,2026-03-14 21:14:42,2026-03-15 17:08:53, FC05 ,전자기기,수도권,로켓배송,와우회원,3,376600.0,17.9,8.8,115.7,CLS,0,0
OD104675,2026-03-19 20:37:00,2026-03-20 20:37:00,2026-03-19 21:46:48,2026-03-20 17:45:36,FC02,생활용품,충청권,로켓배송,와우회원,2,24900.0,45.7,24.1,106.1,PartnerB,0,0
OD104732,2026-03-27 19:42:00,2026-03-28 07:42:00,2026-03-27 20:29:30,2026-03-28 08:48:05,FC01,식품,호남권,새벽배송,일반,3,62900.0,27.3,20.2,132.9,CLS,0,0
OD103607,2026-03-06 18:19:00,2026-03-08 18:19:00,2026-03-06 18:40:12,2026-03-08 04:55:54,FC02,전자기기,수도권,일반배송,와우회원,2,192900.0,12.0,9.2,82.3,CLS,0,0
OD104028,2026-03-22 10:33:00,2026-03-23 10:33:00,2026-03-22 11:36:06,2026-03-23 08:25:51,FC04,도서,수도권,로켓배송,일반,4,12700.0,38.9,24.2,96.3,PartnerA,0,0
OD101201,2026-03-19 12:15:00,2026-03-20 12:15:00,2026-03-19 12:59:54,2026-03-20 08:03:58,FC05,식품,수도권,로켓배송,와우회원,3,105200.0,26.9,18.0,34.7,CLS,0,0
OD102222,2026-03-18 16:46:00,2026-03-19 16:46:00,2026-03-18 17:25:54,2026-03-19 12:29:21,FC03,전자기기,수도권,로켓배송,일반,7,143900.0,24.9,15.0,41.9,PartnerC,0,0
OD103709,2026-03-15 05:31:00,2026-03-16 05:31:00,2026-03-15 06:40:12,2026-03-16 03:22:04,FC04,생활용품,호남권,로켓배송,일반,5,66100.0,44.2,25.0,141.1,CLS,0,0
OD103920,2026-03-04 14:56:00,2026-03-05 14:56:00,2026-03-04 15:38:30,2026-03-05 05:30:40,FC03,뷰티,영남권,로켓배송,와우회원,3,32400.0,22.6,19.9,215.7,CLS,0,0
OD102471,2026-03-25 10:22:00,2026-03-25 22:22:00,2026-03-25 11:39:00,2026-03-26 01:52:21,FC05,생활용품,충청권,새벽배송,일반,3,113500.0,59.5,17.5,113.9,CLS,0,0
OD100430,2026-03-14 09:37:00,2026-03-16 09:37:00,2026-03-14 10:06:42,2026-03-15 23:27:48,FC01,식품,영남권,일반배송,와우회원,3,54400.0,21.5,8.2,162.4,PartnerB,0,0
OD100325,2026-03-29 18:37:00,2026-03-30 18:37:00,2026-03-29 20:06:24,2026-03-30 12:39:53,FC05,도서,호남권,로켓배송,와우회원,4,44400.0,59.0,30.4,125.6,PartnerA,0,0
OD101568,2026-03-05 07:21:00,2026-03-07 07:21:00,2026-03-05 07:50:12,2026-03-06 15:19:26,FC01,뷰티,호남권,일반배송,일반,4,48900.0,16.5,12.7,156.9,PartnerB,1,1
OD104044,2026-03-26 23:19:00,2026-03-28 23:19:00,2026-03-27 01:05:12,2026-03-28 09:48:01,FC04,생활용품,호남권,일반배송,일반,2,55500.0,44.2,62.0,167.9,CLS,0,0
OD104901,2026-03-30 12:12:00,2026-03-31 12:12:00,2026-03-30 13:22:42,2026-03-31 00:43:16,FC02,식품,수도권,로켓배송,와우회원,4,23700.0,37.6,33.1,82.0,PartnerB,0,0
OD101851,2026-03-28 11:57:00,2026-03-29 11:57:00,2026-03-28 12:40:42,2026-03-29 07:38:56,FC04,식품,영남권,로켓배송,일반,2,27200.0,31.1,12.6,123.8,CLS,0,0
OD104581,2026-03-17 21:42:00,2026-03-18 21:42:00,2026-03-17 22:18:30,2026-03-18 14:12:32, FC05 ,식품,수도권,로켓배송,와우회원,3,22000.0,24.0,12.5,73.1,CLS,0,0
OD102414,2026-03-24 20:59:00,2026-03-25 20:59:00,2026-03-24 21:26:00,2026-03-25 19:41:13,FC01,식품,영남권,로켓배송,일반,1,"₩33,300",21.8,5.2,160.3,PartnerC,0,0
OD100533,2026-03-05 15:49:00,2026-03-06 03:49:00,,2026-03-06 10:57:38,FC05,뷰티,영남권,새벽배송,와우회원,2,82500.0,52.5,16.2,237.4,CLS,0,0
OD102172,2026-03-29 05:34:00,2026-03-29 17:34:00,2026-03-29 06:21:54,2026-03-29 16:54:16,FC01,식품,수도권,새벽배송,와우회원,3,24600.0,34.7,13.2,70.6,CLS,0,0
OD102311,2026-03-16 16:00:00,2026-03-18 16:00:00,2026-03-16 16:49:36,2026-03-17 22:28:45,FC01,식품,수도권,일반배송,일반,4,45900.0,40.3,9.3,25.9,PartnerB,0,0
OD100830,2026-03-29 21:23:00,2026-03-31 21:23:00,2026-03-29 22:12:30,2026-03-31 05:40:26,FC04,패션,영남권,일반배송,와우회원,5,117300.0,32.3,17.2,174.3,PartnerA,0,0
OD101155,2026-03-04 06:57:00,2026-03-04 18:57:00,2026-03-04 07:20:18,2026-03-04 15:45:03,FC02,뷰티,수도권,새벽배송,일반,3,56600.0,18.5,4.8,40.2,CLS,0,0
OD101975,2026-03-26 19:51:00,2026-03-27 19:51:00,2026-03-26 20:25:54,2026-03-27 19:26:37,FC01,반려동물,수도권,로켓배송,와우회원,4,89600.0,14.7,20.2,197.6,PartnerC,0,0
OD100832,2026-03-25 04:22:00,2026-03-27 04:22:00,2026-03-25 05:16:18,2026-03-26 13:22:38,FC01,생활용품,수도권,일반배송,일반,4,93500.0,36.0,18.3,80.5,CLS,0,0
OD102321,2026-03-12 11:26:00,2026-03-13 11:26:00,2026-03-12 12:14:54,2026-03-13 06:33:44,FC03,뷰티,수도권,로켓배송,일반,3,14300.0,15.0,33.9,52.4,PartnerB,0,0
OD100861,2026-03-02 07:11:00,2026-03-03 07:11:00,2026-03-02 08:16:18,2026-03-03 02:03:25,FC03,생활용품,강원권,로켓배송,일반,3,5500.0,27.8,37.5,183.2,PartnerC,0,0
OD100470,2026-03-30 10:09:00,2026-03-31 10:09:00,2026-03-30 10:37:12,2026-03-31 06:35:25,FC01,도서,호남권,로켓배송,와우회원,4,44200.0,15.2,13.0,203.0,CLS,0,0
OD103045,2026-03-19 12:08:00,2026-03-20 00:08:00,2026-03-19 12:32:30,2026-03-19 21:46:06,FC02,생활용품,수도권,새벽배송,기업,3,131500.0,18.6,5.9,85.1,CLS,0,0
OD102700,2026-03-06 06:33:00,2026-03-08 06:33:00,2026-03-06 07:28:48,2026-03-07 16:49:24,FC03,식품,영남권,일반배송,일반,3,41300.0,44.9,10.9,161.4,CLS,0,0
OD100213,2026-03-12 17:28:00,2026-03-13 05:28:00,2026-03-12 18:06:24,2026-03-13 02:31:01,FC01,패션,수도권,새벽배송,일반,5,219200.0,18.3,20.1,40.1,CLS,0,0
OD102635,2026-03-24 15:04:00,2026-03-25 15:04:00,2026-03-24 15:56:24,2026-03-25 12:35:47,FC05,생활용품,충청권,로켓배송,기업,6,106900.0,40.3,12.1,139.7,PartnerB,0,0
OD101083,2026-03-13 16:54:00,2026-03-15 16:54:00,2026-03-13 17:20:30,2026-03-15 01:24:13,FC04,식품,수도권,일반배송,기업,2,34300.0,21.5,5.0,66.4,CLS,0,0
OD103333,2026-03-14 13:15:00,2026-03-15 13:15:00,2026-03-14 14:11:18,2026-03-15 10:04:30,FC04,패션,수도권,로켓배송,일반,1,48200.0,39.2,17.1,66.5,PartnerA,0,0
OD104069,2026-03-19 08:38:00,2026-03-19 20:38:00,2026-03-19 09:13:36,2026-03-20 00:04:06,FC02,패션,충청권,새벽배송,일반,3,55000.0,9.3,26.3,160.9,CLS,0,0
OD104995,2026-03-02 21:51:00,2026-03-03 21:51:00,2026-03-02 22:13:00,2026-03-03 13:38:44,FC02,반려동물,수도권,로켓배송,일반,3,24900.0,16.1,5.9,46.4,CLS,0,0
OD104574,2026-03-13 17:50:00,2026-03-14 05:50:00,2026-03-13 18:56:30,2026-03-14 06:24:46,FC04,반려동물,충청권,새벽배송,일반,4,49500.0,26.8,39.7,101.3,PartnerB,0,0
OD102326,2026-03-28 15:03:00,2026-03-29 03:03:00,2026-03-28 15:40:30,2026-03-29 02:56:00,FC02,패션,수도권,새벽배송,일반,2,30700.0,23.5,14.0,60.1,PartnerA,0,0
OD101620,2026-03-29 16:49:00,2026-03-30 16:49:00,2026-03-29 17:46:48,2026-03-30 15:36:56,FC04,식품,호남권,로켓배송,와우회원,4,71100.0,32.6,25.2,184.0,CLS,0,0
OD101924,2026-03-23 12:13:00,2026-03-24 00:13:00,2026-03-23 13:55:18,2026-03-24 03:18:56,FC04,식품,수도권,새벽배송,일반,6,55000.0,65.3,37.0,114.4,CLS,0,0
OD104629,2026-03-03 06:02:00,2026-03-04 06:02:00,2026-03-03 06:44:24,2026-03-03 23:45:22,FC03,패션,수도권,로켓배송,일반,6,50400.0,26.2,16.2,77.7,CLS,0,0
OD100282,2026-03-24 14:01:00,2026-03-25 02:01:00,2026-03-24 14:16:06,2026-03-25 02:39:59,FC01,생활용품,수도권,새벽배송,일반,1,10900.0,11.5,3.6,81.7,CLS,0,0
OD104327,2026-03-28 16:05:00,2026-03-29 16:05:00,2026-03-28 16:36:06,2026-03-29 15:39:59,FC02,식품,호남권,로켓배송,와우회원,1,15500.0,18.5,12.6,253.7,CLS,0,0
OD103910,2026-03-31 13:35:00,2026-04-02 13:35:00,2026-03-31 15:02:06,2026-04-02 02:22:24,FC04,생활용품,수도권,일반배송,기업,2,95700.0,63.3,23.8,77.0,CLS,0,0
OD100514,2026-03-03 16:05:00,2026-03-04 16:05:00,2026-03-03 16:41:54,2026-03-04 11:05:39,FC02,전자기기,영남권,로켓배송,일반,3,168600.0,29.8,7.1,142.5,PartnerB,0,0
OD102377,2026-03-07 06:43:00,2026-03-08 06:43:00,2026-03-07 07:33:36,2026-03-08 07:44:45,FC03,식품,호남권,로켓배송,일반,3,31300.0,16.8,33.8,189.4,PartnerA,0,0
OD102658,2026-03-22 16:26:00,2026-03-23 16:26:00,2026-03-22 16:58:36,2026-03-23 08:42:05,FC02,생활용품,수도권,로켓배송,와우회원,2,41900.0,21.0,11.6,87.9,CLS,0,0
OD102092,2026-03-21 16:47:00,2026-03-22 16:47:00,2026-03-21 17:56:36,2026-03-22 13:09:56,FC04,반려동물,영남권,로켓배송,와우회원,4,68900.0,58.9,10.7,109.3,CLS,0,0
OD102202,2026-03-05 14:17:00,2026-03-06 14:17:00,2026-03-05 15:10:36,2026-03-06 08:09:14,FC03,반려동물,수도권,로켓배송,일반,3,29500.0,35.8,17.8,124.3,CLS,0,0
OD102550,2026-03-22 19:38:00,2026-03-23 07:38:00,2026-03-22 20:01:00,2026-03-23 12:09:15,FC04,식품,호남권,새벽배송,와우회원,2,41900.0,20.1,2.9,188.7,CLS,0,0
OD104719,2026-03-28 14:10:00,2026-03-29 14:10:00,2026-03-28 14:30:12,2026-03-29 11:48:01,FC02,생활용품,수도권,로켓배송,와우회원,1,26300.0,6.7,13.5,70.1,PartnerA,0,0
OD103050,2026-03-24 00:45:00,2026-03-26 00:45:00,2026-03-24 02:18:06,2026-03-25 11:51:49,FC02,뷰티,호남권,일반배송,와우회원,3,53800.0,75.8,17.3,105.2,CLS,0,0
